,Node,Time,Value
699,HARF,76,-0.00027752775277527757
700,HARF,77,-0.00027752775277527757
701,HARF,78,-0.00027752775277527757
702,HARF,79,-0.00027752775277527757
703,HARF,80,-0.00027752775277527757
704,HARF,81,0.0
705,HARF,82,0.0
706,HARF,83,0.0
707,HARF,84,0.0
708,HARF,85,0.0
709,HARF,86,0.0
710,HARF,87,0.0
711,HARF,88,0.0
712,HARF,89,0.0
713,HARF,90,0.0
714,HARF,91,-0.00027752775277527757
715,HARF,92,-0.00027752775277527757
716,HARF,93,-0.00027752775277527757
717,HARF,94,-0.00027752775277527757
718,HARF,95,-0.00027752775277527757
719,HARF,96,-0.00027752775277527757
720,GENE,73,-0.00027752775277527757
721,GENE,74,-0.00027752775277527757
722,GENE,75,-0.00027752775277527757
723,GENE,76,-0.00027752775277527757
724,GENE,77,-0.00027752775277527757
725,GENE,78,-0.00027752775277527757
726,GENE,79,-0.00027752775277527757
727,GENE,80,-0.00027752775277527757
728,GENE,81,0.0
729,GENE,82,0.0
730,GENE,83,0.0
731,GENE,84,0.0
732,GENE,85,0.0
733,GENE,86,0.0
734,GENE,87,0.0
735,GENE,88,0.0
736,GENE,89,0.0
737,GENE,90,0.0
738,GENE,91,-0.00027752775277527757
739,GENE,92,-0.00027752775277527757
740,GENE,93,-0.00027752775277527757
741,GENE,94,-0.00027752775277527757
742,GENE,95,-0.00027752775277527757
743,GENE,96,-0.00027752775277527757
744,CASC,73,-0.00027752775277527757
745,CASC,74,-0.00027752775277527757
746,CASC,75,-0.00027752775277527757
747,CASC,76,-0.00027752775277527757
748,CASC,77,-0.00027752775277527757
749,CASC,78,-0.00027752775277527757
750,CASC,79,-0.00027752775277527757
751,CASC,80,-0.00027752775277527757
752,CASC,81,0.0
753,CASC,82,0.0
754,CASC,83,0.0
755,CASC,84,0.0
756,CASC,85,0.0
757,CASC,86,0.0
758,CASC,87,0.0
759,CASC,88,0.0015106161586158615
760,CASC,89,0.0015245930743074307
761,CASC,90,0.001449214148289829
762,CASC,91,-0.00027752775277527757
763,CASC,92,-0.00027752775277527757
764,CASC,93,-0.00027752775277527757
765,CASC,94,-0.00027752775277527757
766,CASC,95,-0.00027752775277527757
767,CASC,96,-0.00027752775277527757
768,BEBE,97,-0.00021109307837033705
769,BEBE,98,-0.00021113327826532657
770,BEBE,99,-0.00021109751187618764
771,BEBE,100,-0.00021119144808230827
772,BEBE,101,-0.0002111358754625463
773,BEBE,102,-0.000211066946819682
774,BEBE,103,-0.00021108340652815287
775,BEBE,104,-0.0002110124796854686
776,BEBE,105,0.0
777,BEBE,106,0.0
778,BEBE,107,0.0
779,BEBE,108,0.0
780,BEBE,109,0.0
781,BEBE,110,0.0
782,BEBE,111,0.0
783,BEBE,112,0.0
784,BEBE,113,0.0
785,BEBE,114,0.0
786,BEBE,115,-0.00021110693856885693
787,BEBE,116,-0.0002110787463746375
788,BEBE,117,-0.00021108055955595563
789,BEBE,118,-0.00021105410653565358
790,BEBE,119,-0.00021105415279027906
791,BEBE,120,-0.0002111626383888389
792,CORN1,97,-0.00027752775277527757
793,CORN1,98,-0.00027752775277527757
794,CORN1,99,-0.00027752775277527757
795,CORN1,100,-0.00027752775277527757
796,CORN1,101,-0.00027752775277527757
797,CORN1,102,-0.00027752775277527757
798,CORN1,103,-0.00027752775277527757
799,CORN1,104,-0.00027752775277527757
800,CORN1,105,0.0
801,CORN1,106,0.0
802,CORN1,107,0.0
803,CORN1,108,0.0
804,CORN1,109,0.0
805,CORN1,110,0.0
806,CORN1,111,0.0
807,CORN1,112,0.0
808,CORN1,113,0.0
809,CORN1,114,0.0
810,CORN1,115,-0.00027752775277527757
811,CORN1,116,-0.00027752775277527757
812,CORN1,117,-0.00027752775277527757
813,CORN1,118,-0.00027752775277527757
814,CORN1,119,-0.00027752775277527757
815,CORN1,120,-0.00027752775277527757
816,CORN2,97,0.0
817,CORN2,98,0.0
818,CORN2,99,0.0
819,CORN2,100,0.0
820,CORN2,101,0.0
821,CORN2,102,0.0
822,CORN2,103,0.0
823,CORN2,104,0.0
824,CORN2,105,0.0
825,CORN2,106,0.0
826,CORN2,107,0.0
827,CORN2,108,0.0
828,CORN2,109,0.0
829,CORN2,110,0.0
830,CORN2,111,0.0
831,CORN2,112,0.0
832,CORN2,113,0.0
833,CORN2,114,0.0
834,CORN2,115,0.0
835,CORN2,116,0.0
836,CORN2,117,0.0
837,CORN2,118,0.0
838,CORN2,119,0.0
839,CORN2,120,0.0
840,MUSG,97,-0.00027752775277527757
841,MUSG,98,-0.00027752775277527757
